English,Hindi
Sector spectrographic method,"त्रिज्यखंड स्पेक्ट्रमलेखी विधि, त्रिज्य खंड स्पेक्ट्रोग्राफिक विधि"
Sector speed,त्रिज्यखंड चाल
Sector timing trrack,खंड काल मापन पथ
Sectoral horn,"सेक्टरी शृंग, त्रिज्यखंडी शृंग"
Sectored disc,त्रिज्यखंडित डिस्क
Sectorial harmonic,सेक्टरीय हार्मोनिक
Sectoring,त्रिज्यखंडन
Sectrorial magnetic field,त्रिज्यखंडी चुंबकीय क्षेत्र
Sectrorial surface harmonic,सेक्टरीय पृष्ठ हार्मोनिक
Secular,"दीर्घकालिक, चिरंतन"
Secular acceleration,दीर्घकालिक त्वरण
Secular equation,दीर्घकालिक समीकरण
Secular equillibrium,"दीर्घकालिक संतुलन, दीर्घकालिक साम्य, चिरंतन साम्य"
Secular parallax,दीर्घकालिक लंबन
Secular perturbation,दीर्घकालिक विक्षोभ
Secular term,दीर्घकालिक पद
Secular-equillibrium value,चिरंतन साम्य मान
Secularly stable,दीर्घकालिक स्थायी
Sediment,"तलछट, अवसाद"
Sedimentation analysis,अवसादन विश्लेषण
Sedimentation rate,अवसादन दर
Seed charge,बीज आवेश
Seeding,बीजारोपण
Seeding (of cloud),"बीजायन, बीजन"
Seeman spectroscope,"सीमान स्पेक्ट्रमदर्शी, सीमान स्पेक्ट्रोस्पोप"
Seerial scan,क्रमिक क्रमवीक्षण
Seesaw,ढेंकुली
Segment,"खंड, सूचनांश"
Segment of a curve,वक्र खंड
Segment of an ellipse,दीर्घवृत्त खंड
Segregation,"संपृथकन, विसंयोजन"
Seidel aberration,साइडल अपेरण
Seidel theory,साइजल सिद्धांत
Seismic detector,भूकंप संसूचक
Seismic reflection,भूकंपी परावर्तन
Seismic refraction profile,भूकंपी अपवर्तन प्रोफ़ाइल
Seismic wave,भूकंपी तरंग
Seismogram,भूकंप अभिलेख
Seismograph,भूकंप-लेखी
Seismographic observation,भूकंप प्रेक्षण
Seismographic station,भूकंपलेखी केंद्र
Seismography,भूकंपविज्ञान
Seismology,भूकंपविज्ञान
Seismometer,भूकंपमापी
Seismometer lens,भूकंपमापी लेन्स
Seismometry,भूकंपमिति
Seismoscope,"भूकंपदर्शी, सिज़्मोस्कोप"
Selectance,"वरणानुपात, वरक्तव"
Selected range indicator (=C display =C scope),"वरित परिसर सूचक, C-प्रदर्श"
Selection,"वरणानुपात, वरक्तव"
Selection check,वरण जाँच
Selection gradient,वरण प्रवणता
Selection principle,वरण नियम
Selection rule,वरण नियम
Selective,"वरणात्मक, वरणक्षम"
Selective absorption (=selective localization),वरणात्मक अवशोषण
Selective calling system,वरणात्मक आहवान तंत्र
Selective characteristics,वरणात्मक अभिलक्षण
Selective circuit,वरणात्मक परिपथ
Selective dispersion,वरणात्मक वर्ण विक्षेपण
Selective effect,वरणात्मक प्रभाव
Selective fading,वरमात्मक अवतीव्रण
Selective jamming,वरणात्मक संबाधन
Selective medium,वरणात्मक माध्यम
Selective peremeability,वरणात्मक पारगम्यता
Selective photoelectric effect,वरणात्मक प्रकाशविद्युत् प्रभाव
Selective reflection,वरणात्मक परावर्तन
Selective system,वरणात्मक तंत्र
Selective transmission,वरणात्मक प्रेषण
Selective true absorption,वरमात्मक वास्तविक अवशोषण
Selectivity,वरणक्षमता
Selectivity index,वरणात्मकतांक
Selector,वरित्र
Selector circuit,वरणकारी परिपथ
Selectron,सेलेक्ट्रान
Selenography,"चांद्रपृष्ठिकी, चंद्रभूगोल"
Selenoid,सेलेनॉइड
Selenoid satellite,भूचंद्रबद्ध उपग्रह
Selenology,चांद्रिकी
Self,"स्वतः, स्व, स्वयं, आत्म"
Self absorption,स्व-अवशोषण
Self acting,स्वतःक्रिय
Self aligning,स्वतः संरेखी
Self capacitance,स्वधारिता
Self clocking recording,स्वतः घड़ी स्पंद अभिलेखन
Self collision time,स्वावलंबित संघट्ट काल
Self conjugate nucleus,स्वतः संयुग्मी न्यूक्लियस
Self consistent field,स्वसंगत क्षेत्र
Self correcting sample,स्वतः सुधारक प्रतिदर्श
Self disruptive,स्वतः विघटी
Self excited dynamo,स्वतः उत्तेजित डायनेमो
